"ID","SITE_ID","latitude","longitude","StartYr","EndYr","speciesCategory","species","Status","LEASE_TYPE","equipment","Source_of_Stock","BATHY","X010029_20130824","X010029_20140115","X010029_20140304","X010029_20140507","X010029_20140608","X010029_20140827","X010029_20140912","X010029_20140928","X010029_20141030","X010029_20150307","X010029_20150713","X010029_20150729","X010029_20150814","X010029_20150915","X010029_20151220","X011029_20160823","X011030_20130714","X011030_20130730","X011030_20130815","X011030_20131002","X011030_20131018","X011030_20140327","X011030_20140412","X011030_20140530","X011030_20140919","X011030_20150415","X011030_20150906","X011030_20151008","X011030_20151109","X011030_20151125","X011030_20160128","X011030_20160417","X011030_20160620","X011030_20160706","X011030_20160722","X011030_20160823"
426,"CUND416",43.72903,-69.9329,2016,2016,"SeaVeg","Sugar Kelp (Laminaria saccharina)","T","L","marine algae","University of New England, Marine Science Center",-14.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,5.9,NA,15.17,NA,18.77
427,"DCOU117",44.6461,-67.25235,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture Bremen ME, 207-529-4900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,"DCOU217",44.64611,-67.25225,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture Bremen ME, 207-529-4900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,"DCOU317",44.64764,-67.24971,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture Bremen ME, 207-529-4900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"DCOU417",44.64764,-67.24982,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture Bremen ME, 207-529-4900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,"DEN113",44.39674,-68.4303,2013,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","T","L","Floating bags, overwintering cages","Blue Hill Mussels",-1.02,NA,3.08,-0.29,14.55,NA,21.84,16.17,19.6,12.2,0.23,21.81,NA,21.38,18.32,5.88,20.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,"EBLA115",44.24785,-68.5665,2015,2015,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Soft bags, shellfish tray racks, and moorings","Muscongus Bay Aquaculture",-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.71,17.19,15.67,18.45,18.14,6.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,"EBLA215",44.33717,-68.5826,2015,2015,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Soft bags, shellfish tray racks, and moorings","Muscongus Bay Aquaculture",-0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,"EBRI113",44.44182,-68.7258,2013,2013,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Floating bags and overwintering cages","Muscongus Bay Aquaculture",-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,"EBRI213",44.44185,-68.7259,2013,2013,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Floating bags and overwintering cages","Muscongus Bay Aquaculture",-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,"FARM114",44.0351,-69.6056,2014,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Bottom cages/crates","Wild",-1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.21,NA,NA,NA,NA,NA,0.36,12.24,14.49,15.52,11.32,25.59,14.13,10.28,2.47,0.35,8.43,NA,NA,NA,23.95
437,"FORT115",44.39694,-68.4972,2015,2016,"SeaVeg","Sugar Kelp (Laminaria saccharina)","T","L","Marine algae gear (submerged longlines) and moorings.","Center for Cooperative Aquaculture Research",-24.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,20.75,18.06,20.18,17.83,7.93,18.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,"FRAN114",43.87183,-69.8912,2014,2014,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Soft bags, overwintering cages","Wild",-3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,15.32,14.18,14.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,"FRAN214",43.87167,-69.8912,2014,2014,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Soft bags, overwintering cages","Wild",-3.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,15.32,14.18,14.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"GER513",44.41433,-68.3676,2013,2014,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","T","L","Overwintering cages, tray racks and soft bags","Muscongus Bay Aquaculture",-1.05,19.99,2.3,-0.49,12.45,18.39,20.71,16.48,18.06,12.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,"GER613",44.41433,-68.3677,2013,2013,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","T","L","Overwintering cages, tray racks and soft bags","Muscongus Bay Aquaculture",-1.11,19.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,"GFOO117",43.81333,-70.08642,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","soft bags, semi rigid bags, and/or floating trays","Mook Sea Farms 321 ME-129 Walpole, ME 04573",-1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,"GFOO217",43.807983,-70.090083,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","shellfish tray racks and overwintering cages","Mook Sea Farms",-3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,"GMIL117",43.551102,-70.234533,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","shellfish tray racks and overwintering cages, soft bags, semirigid bags, and/or floating trays","Muscongus Bay Aquaculture (207-529-4100)",-6.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,"GMIL217",43.55112,-70.2342,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","shellfish tray racks and overwintering cages, soft bags, semirigid bags, and/or floating trays","Muscongus Bay Aquaculture (207-529-4100)",-6.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"GRAY113",44.43889,-68.485,2013,2013,"ShellFish","Sea Scallop (Placopecten magellanicus)","T","L","Tray racks/cages","Wild",-3.23,19.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,"HAM108",44.0388,-69.1192,2008,2015,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays","Muscongus Bay Aquaculture",-1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.19,22.59,18.94,16.76,NA,0.59,8.42,10.32,14.17,7.89,20.85,13.5,10.65,6.17,NA,NA,NA,NA,NA,NA
448,"HAM208",44.0388,-69.1192,2008,2015,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Shellfish raft (one LPA for each half), tray racks & shellfish bags & trays","Muscongus Bay Aquaculture",-1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.19,22.59,18.94,16.76,NA,0.59,8.42,10.32,14.17,7.89,20.85,13.5,10.65,6.17,NA,NA,NA,NA,NA,NA
449,"HAR414",44.36375,-68.7594,2014,2014,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","T","L","Floating Soft Mesh Bags and Bottom Cages","Muscongus Bay Aquaculture,Mook Sea Farms,Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"HOKE112",44.2105,-68.7911,2012,2012,"ShellFish","Blue Mussels (Mytilus edulis)","T","L","Shellfish raft","Wild",-0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,"HOR105",43.7838,-70.11,2005,2015,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","ADPI bags (submerged)","Muscongus Bay Aquaculture",-0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,24.55,18.66,17.09,14.89,0.73,13.85,13.48,15.15,10.66,22.62,14.19,10.47,5.42,NA,NA,NA,NA,NA,NA
452,"HOR408",43.78512,-70.1085,2008,2015,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","ADPI bags","Muscongus Bay Aquaculture",-0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.82,25.01,18.54,17.02,14.61,0.75,12.51,13.12,15.26,9.55,22.74,14.08,10.53,6.09,NA,NA,NA,NA,NA,NA
453,"HOW114",43.10355,-70.7712,2014,2014,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Oyster cages","Muscongus Bay Aquaculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,"HOW214",43.09982,-70.7653,2014,2014,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Oyster cages","Muscongus Bay Aquaculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,"JFOG115",44.43112,-68.3516,2015,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Shellfish tray racks, soft mesh bags, and moorings.","Muscongus Bay Aquaculture",-3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.57,20.27,19.09,17.71,5.17,17.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,"JFOG315",44.42927,-68.3461,2015,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Shellfish tray racks, soft mesh bags, and moorings.","Muscongus Bay Aquaculture",-2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.24,19.84,19.31,17.89,5.16,17.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,"JFOG415",44.42765,-68.3445,2015,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Shellfish tray racks, soft mesh bags, and moorings.","Muscongus Bay Aquaculture",-1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.17,20.13,19.26,17.91,4.73,17.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"JGUL117",43.768819,-70.185,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","No gear (bottom culture only)","Mook Sea Farm 321 ME Rt 129 Walpole, ME 04573",-0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,"JGUL217",43.768889,-70.185,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","No gear (bottom culture only)","Mook Sea Farm 321 ME Rt 129 Walpole, ME 04573",-0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,"JGUL317",43.768889,-70.184931,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","No gear (bottom culture only)","Mook Sea Farm 321 ME Rt 129 Walpole, ME 04573",-0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,"JGUL417",43.768819,-70.184931,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","No gear (bottom culture only)","Mook Sea Farm 321 ME Rt 129 Walpole, ME 04573",-0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,"JMAR117",43.985043,-69.413913,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","T","L","Shellfish rafts, associated predator nets and spat collectors, shellfish tray racks and overwintering cages, bottom anti-predator netting","Muscongus Bay Aquaculture and Mook Sea Farm",-0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,"JMAR217",43.985234,-69.413612,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","T","L","Shellfish rafts, associated predator nets and spat collectors, shellfish tray racks and overwintering cages, bottom anti-predator netting","Muscongus Bay Aquaculture and Mook Sea Farm",-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,"JMAR317",43.985355,-69.413757,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","T","L","Shellfish rafts, associated predator nets and spat collectors, shellfish tray racks and overwintering cages, bottom anti-predator netting","Muscongus Bay Aquaculture and Mook Sea Farm",-0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,"JMAR417",43.985205,-69.414023,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","T","L","Shellfish rafts, associated predator nets and spat collectors, shellfish tray racks and overwintering cages, bottom anti-predator netting","Muscongus Bay Aquaculture and Mook Sea Farm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,"JOHN214",43.86129,-69.9046,2014,2014,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Soft mesh bags","Wild",-1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,15.61,14.08,15.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,"JOHN314",43.86972,-69.8996,2014,2014,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Soft Mesh Bags","Wild",-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,15.94,14.35,15.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,"JOHN615",43.84333,-69.976,2015,2015,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Shellfish raft, soft bags, and moorings","Wild",-2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.53,21.67,14.48,10.6,4.87,NA,NA,NA,NA,NA,NA
469,"JWAL215",44.43423,-68.348,2015,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Shellfish tray racks, soft mesh bags, and moorings.","Muscongus Bay Aquaculture",-4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.74,20.54,18.97,17.86,5.62,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"JWAL315",44.43283,-68.347,2015,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Shellfish tray racks, soft mesh bags, and moorings.","Muscongus Bay Aquaculture",-1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.74,20.6,19.44,17.86,5.64,18.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,"JWAL415",44.43237,-68.3488,2015,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Shellfish tray racks, soft mesh bags, and moorings.","Muscongus Bay Aquaculture",-3.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.69,20.57,19.15,17.9,5.4,17.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,"KON213",43.99723,-69.3606,2013,2016,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Tray racks and soft bags","Muscongus Bay Aquaculture",-4.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.69,25.44,22.28,18.28,17.07,14.07,0.23,11.9,11.34,14.47,10.65,20.62,13.78,10.35,4.69,1.62,7.56,NA,NA,NA,21
473,"LEA209",44.42648,-68.7337,2009,2009,"ShellFish","Hard Clam/Quahog (Mercenaria mercenaria)","T","L","Tray racks and floating bags and trays","Muscongus Bay Aquaculture,Downeast Institute",-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,"LEA309",44.4131,-68.7384,2009,2009,"ShellFish","Hard Clam/Quahog (Mercenaria mercenaria)","T","L","Tray racks and floating bags and trays","Muscongus Bay Aquaculture,Downeast Institute",-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,"LOVE115",43.73117,-69.8733,2015,2016,"SeaVeg","Sugar Kelp (Laminaria saccharina)","T","L","Marine Algae Gear and Moorings","Center for Cooperative Aquaculture Research,Bigelow Laboratories",-8.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.02,19.81,14.25,10.66,7.42,3.95,5.79,NA,14.49,20.18,17.76
476,"LOVE215",43.73035,-69.8727,2015,2016,"SeaVeg","Sugar Kelp (Laminaria saccharina)","T","L","Marine Algae Gear and Moorings","Center for Cooperative Aquaculture Research,Bigelow Laboratories",-7.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,20.21,14.31,10.68,7.56,3.93,5.82,NA,14.57,20.22,17.76
477,"LOVE315",43.7332,-69.874,2015,2016,"SeaVeg","Sugar Kelp (Laminaria saccharina)","T","L","Marine Algae Gear and Moorings","Center for Cooperative Aquaculture Research,Bigelow Laboratories",-15.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74,19.89,14.34,10.69,7.39,3.94,5.78,NA,14.46,NA,17.78
478,"LOVE415",43.73568,-69.8729,2015,2016,"SeaVeg","Sugar Kelp (Laminaria saccharina)","T","L","Marine Algae Gear and Moorings","Center for Cooperative Aquaculture Research,Bigelow Laboratories",-14.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,19.99,14.31,10.47,7.56,3.82,5.8,NA,14.8,20.33,18.02
479,"LSMI215",43.83153,-69.9296,2015,2015,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Tray racks, soft mesh bags, and moorings","Muscongus Bay Aquaculture and/or Basket Island Oysters",-1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.73,23.68,14.43,10.56,4.08,NA,NA,NA,NA,NA,NA
480,"LSTO116",43.73272,-70.1629,2016,2016,"ShellFish","Blue Mussels (Mytilus edulis)","T","L","shellfish spat collectors and long line collectors",NA,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,NA,NA,18.61,21.39,19.16
481,"MBEA116",44.44761,-68.3407,2016,2016,"ShellFish","Blue Mussels (Mytilus edulis)","T","L","collecting mussel seed on ropes","Wild",-1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,"MBEA216",44.44786,-68.3406,2016,2016,"ShellFish","Blue Mussels (Mytilus edulis)","T","L","collecting mussel seed on ropes","Wild",-1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,"MCAL111",43.86988,-69.5666,2011,2011,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Bags, trays, overwintering cages","Mook Sea Farms",-1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,"MCAL211",43.86937,-69.5697,2011,2011,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","T","L","Bags, trays, overwintering cages",NA,-1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,"MCHE112",44.00269,-69.538,2012,2012,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","T","L","Oyster cages (27) with soft bags (4 per cage); algae to be grown on oyster gear lines","Mook Sea Farms",-2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,"MCHE212",44.00198,-69.5381,2012,2012,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","T","L","Oyster cages (27) with soft bags (4 per cage)","Mook Sea Farms",-2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,"MCHE312",44.00141,-69.5383,2012,2012,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","T","L","Oyster cages (27) with soft bags (4 per cage)","Mook Sea Farms",-2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,"MCHE412",44.00054,-69.5384,2012,2012,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","T","L","Oyster cages (27) with soft bags (4 per cage)","Mook Sea Farms",-2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
