"SITE_ID","LSAT8_PPPRRR","DATE","SST","latitude","longitude","StartYr","EndYr","species","speciesCategory","BATHY","Datef","Month"
"MDAR116",11030,20160706,18.35,43.731972,-70.156472,2016,2017,"Sea Scallop (Placopecten magellanicus)","ShellFish",-7.52,"2016-07-06","Jul"
"MFIS116",11030,20160706,18.82,43.81224,-69.9915,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-6.26,"2016-07-06","Jul"
"MWIL116",11030,20160706,15.04,43.80189,-69.94885,2016,2017,"Alaria Kelp (Alaria esculenta);American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis);European Oyster (Ostrea edulis);Hard Clam/Quahog (Mercenaria mercenaria);Sea Scallop (Placopecten magellanicus);Undaria pinnatifida","ShellFish, SeaVeg",-4.8,"2016-07-06","Jul"
"NMAR215",11030,20160706,18.45,43.86916,-69.8933,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.3,"2016-07-06","Jul"
"NMAR516",11030,20160706,18.45,43.86917,-69.8934,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.11,"2016-07-06","Jul"
"PER516",11030,20160706,16.89,43.56036,-70.2198,2016,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-2.76,"2016-07-06","Jul"
"PGRA116",11030,20160706,18.36,43.86429,-69.9029,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.82,"2016-07-06","Jul"
"PGRA216",11030,20160706,18.19,43.86443,-69.9026,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.05,"2016-07-06","Jul"
"PGRA316",11030,20160706,18.15,43.86459,-69.9023,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.87,"2016-07-06","Jul"
"PIER115",11030,20160706,18.18,43.45556,-70.3414,2015,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-4.44,"2016-07-06","Jul"
"RVAC216",11030,20160706,18.04,43.87266,-69.8925,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.91,"2016-07-06","Jul"
"SBEL116",11030,20160706,18.67,43.84583,-69.6292,2016,2017,"Alaria Kelp (Alaria esculenta);C. crispus;Green Sea Urchin (S. droebachiensis);Horsetail Kelp (Laminaria digitata);Sugar Kelp (Laminaria saccharina)","SeaVeg, Urchin",-7.2,"2016-07-06","Jul"
"SEW413",11030,20160706,19.11,43.72715,-69.8495,2013,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-0.52,"2016-07-06","Jul"
"TOLS116",11030,20160706,18.38,43.70418,-70.2089,2016,2017,"Alaria Kelp (Alaria esculenta);Dulse (P. palmata);Fucus;Sugar Kelp (Laminaria saccharina)","SeaVeg",-6.89,"2016-07-06","Jul"
"TOLS216",11030,20160706,18.45,43.70411667,-70.20751667,2016,2017,"Alaria Kelp (Alaria esculenta);Dulse (P. palmata);Fucus;Sugar Kelp (Laminaria saccharina)","SeaVeg",-7.15,"2016-07-06","Jul"
"TOLS316",11030,20160706,15.97,43.70476667,-70.18945,2016,2017,"Alaria Kelp (Alaria esculenta);Dulse (P. palmata);Fucus;Sugar Kelp (Laminaria saccharina)","SeaVeg",-12.24,"2016-07-06","Jul"
"TOLS416",11030,20160706,16.11,43.70468333,-70.18945,2016,2017,"Alaria Kelp (Alaria esculenta);Dulse (P. palmata);Fucus;Sugar Kelp (Laminaria saccharina)","SeaVeg",-12.25,"2016-07-06","Jul"
"WHIS213",11030,20160706,19.33,43.7193,-70.1281,2013,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.69,"2016-07-06","Jul"
"WHIS416",11030,20160706,19.94,43.71918,-70.1288,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.45,"2016-07-06","Jul"
"YENT214",11030,20160706,16.09,43.86272,-69.672,2014,2017,"Blue Mussels (Mytilus edulis)","ShellFish",-4.81,"2016-07-06","Jul"
"AJAG116",11030,20160706,21.41,43.755,-70.1544,2016,2016,"Alaria Kelp (Alaria esculenta);Horsetail Kelp (Laminaria digitata);Sugar Kelp (Laminaria saccharina)","SeaVeg",-4.92,"2016-07-06","Jul"
"AJAG216",11030,20160706,21.56,43.75528,-70.1539,2016,2016,"Alaria Kelp (Alaria esculenta);Horsetail Kelp (Laminaria digitata);Sugar Kelp (Laminaria saccharina)","SeaVeg",-4.54,"2016-07-06","Jul"
"AMOE116",11030,20160706,18.11,43.78861,-70.1247,2016,2017,"American/Eastern Oyster (Crassostrea virginica);Green Sea Urchin (S. droebachiensis)","ShellFish, Urchin",-0.26,"2016-07-06","Jul"
"AMOE216",11030,20160706,18.16,43.78833,-70.1247,2016,2017,"American/Eastern Oyster (Crassostrea virginica);Green Sea Urchin (S. droebachiensis)","ShellFish, Urchin",-0.31,"2016-07-06","Jul"
"BARK215",11030,20160706,14.28,43.92958,-69.5739,2015,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-10.03,"2016-07-06","Jul"
"BMRC115",11030,20160706,22.51,43.82873,-70.0161,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",NA,"2016-07-06","Jul"
"BSEW115",11030,20160706,15.71,43.73019,-69.8683,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-7.49,"2016-07-06","Jul"
"BSEW215",11030,20160706,15.98,43.73134,-69.867,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-11.45,"2016-07-06","Jul"
"BSEW315",11030,20160706,15.91,43.73246,-69.8662,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-8.49,"2016-07-06","Jul"
"BSEW415",11030,20160706,15.85,43.73374,-69.8662,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-4.33,"2016-07-06","Jul"
"BUTT214",11030,20160706,18.8,43.78194,-70.1072,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-0.35,"2016-07-06","Jul"
"CUND116",11030,20160706,15.15,43.73162,-69.9341,2016,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-10.64,"2016-07-06","Jul"
"CUND216",11030,20160706,15.12,43.73099,-69.9337,2016,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-11.26,"2016-07-06","Jul"
"CUND316",11030,20160706,15.16,43.72972,-69.9331,2016,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-14.12,"2016-07-06","Jul"
"CUND416",11030,20160706,15.17,43.72903,-69.9329,2016,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-14.73,"2016-07-06","Jul"
"LOVE115",11030,20160706,14.49,43.73117,-69.8733,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-8.38,"2016-07-06","Jul"
"LOVE215",11030,20160706,14.57,43.73035,-69.8727,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-7.97,"2016-07-06","Jul"
"LOVE315",11030,20160706,14.46,43.7332,-69.874,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-15.71,"2016-07-06","Jul"
"LOVE415",11030,20160706,14.8,43.73568,-69.8729,2015,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-14.71,"2016-07-06","Jul"
"LSTO116",11030,20160706,18.61,43.73272,-70.1629,2016,2016,"Blue Mussels (Mytilus edulis)","ShellFish",-11.8,"2016-07-06","Jul"
"PER107",11030,20160706,20.59,43.77164,-70.184,2007,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.2,"2016-07-06","Jul"
"PGRA416",11030,20160706,17.45,43.85261,-69.8837,2016,2016,"Blue Mussels (Mytilus edulis)","ShellFish",-4.91,"2016-07-06","Jul"
"PSTO1016",11030,20160706,18.81,43.73432,-70.1618,2016,2016,"Blue Mussels (Mytilus edulis)","ShellFish",-12.33,"2016-07-06","Jul"
"PSTO514",11030,20160706,16.41,43.84372,-69.8834,2014,2017,"Blue Mussels (Mytilus edulis);European Oyster (Ostrea edulis);Sea Scallop (Placopecten magellanicus)","ShellFish",-11.06,"2016-07-06","Jul"
"PSTO816",11030,20160706,18.67,43.73322,-70.1627,2016,2016,"Blue Mussels (Mytilus edulis)","ShellFish",-11.67,"2016-07-06","Jul"
"PSTO916",11030,20160706,18.78,43.73375,-70.1624,2016,2016,"Blue Mussels (Mytilus edulis)","ShellFish",-11.67,"2016-07-06","Jul"
"ROGE115",11030,20160706,16.37,43.79481,-69.953,2015,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.02,"2016-07-06","Jul"
"ROGE215",11030,20160706,16.37,43.79495,-69.953,2015,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.02,"2016-07-06","Jul"
"ROGE315",11030,20160706,16.15,43.79522,-69.9529,2015,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.6,"2016-07-06","Jul"
"ROGE415",11030,20160706,15.78,43.79556,-69.9529,2015,2016,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.6,"2016-07-06","Jul"
"STOL114",11030,20160706,19.56,43.8321,-69.7362,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.77,"2016-07-06","Jul"
"STOL216",11030,20160706,18.62,43.83173,-69.737,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.15,"2016-07-06","Jul"
"THAR114",11030,20160706,19.32,43.4731,-70.3653,2014,2016,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-9.72,"2016-07-06","Jul"
"TJAG116",11030,20160706,17.87,43.77806,-70.0981,2016,2017,"Alaria Kelp (Alaria esculenta);Horsetail Kelp (Laminaria digitata);Sugar Kelp (Laminaria saccharina)","SeaVeg",-6.18,"2016-07-06","Jul"
"TJAG216",11030,20160706,17.96,43.77889,-70.0975,2016,2017,"Alaria Kelp (Alaria esculenta);Horsetail Kelp (Laminaria digitata);Sugar Kelp (Laminaria saccharina)","SeaVeg",-6.15,"2016-07-06","Jul"
"TJAG316",11030,20160706,18.36,43.78083,-70.0944,2016,2017,"Alaria Kelp (Alaria esculenta);Horsetail Kelp (Laminaria digitata);Sugar Kelp (Laminaria saccharina)","SeaVeg",-5.52,"2016-07-06","Jul"
"TJAG416",11030,20160706,18.13,43.78139,-70.0933,2016,2017,"Alaria Kelp (Alaria esculenta);Horsetail Kelp (Laminaria digitata);Sugar Kelp (Laminaria saccharina)","SeaVeg",-6.42,"2016-07-06","Jul"
"AJAG316",11030,20160722,22.07,43.75667,-70.1656,2016,2017,"Alaria Kelp (Alaria esculenta);Horsetail Kelp (Laminaria digitata);Sugar Kelp (Laminaria saccharina)","SeaVeg",-6.54,"2016-07-22","Jul"
"AJAG416",11030,20160722,22.22,43.7575,-70.1694,2016,2017,"Alaria Kelp (Alaria esculenta);Horsetail Kelp (Laminaria digitata);Sugar Kelp (Laminaria saccharina)","SeaVeg",-6.67,"2016-07-22","Jul"
"AND04",11030,20160722,23.51,44.02529,-69.5402,2004,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.44,"2016-07-22","Jul"
"ANDR214",11030,20160722,18.94,43.86722,-69.5673,2014,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-6.88,"2016-07-22","Jul"
"ANDR316",11030,20160722,19.72,43.87028,-69.56659,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.17,"2016-07-22","Jul"
"ASTG116",11030,20160722,22.43,43.826276,-70.011469,2016,2017,"Alaria Kelp (Alaria esculenta);American/Eastern Oyster (Crassostrea virginica);Dulse (P. palmata);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-4.54,"2016-07-22","Jul"
"BEE108",11030,20160722,20.93,43.74822,-70.0413,2008,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.78,"2016-07-22","Jul"
"BMCK115",11030,20160722,23.03,43.75876,-70.191,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.67,"2016-07-22","Jul"
"BMRC215",11030,20160722,23.87,43.82835,-70.0157,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.54,"2016-07-22","Jul"
"BOL110",11030,20160722,20.85,43.84095,-69.7332,2010,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.37,"2016-07-22","Jul"
"BOL312",11030,20160722,20.46,43.82917,-69.7425,2012,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-0.59,"2016-07-22","Jul"
"BOL412",11030,20160722,20.72,43.83833,-69.7383,2012,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-1.08,"2016-07-22","Jul"
"BPAR116",11030,20160722,25.01,44.04694,-69.5173,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.1,"2016-07-22","Jul"
"BPAR216",11030,20160722,24.71,44.04728,-69.5168,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",NA,"2016-07-22","Jul"
"BUTT114",11030,20160722,22.39,43.78056,-70.1106,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.37,"2016-07-22","Jul"
"BUTT314",11030,20160722,22.15,43.77944,-70.1067,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.45,"2016-07-22","Jul"
"CGRE116",11030,20160722,23.17,43.85263,-70.008,2016,2017,"Bay Scallop (Aequipecten irradians);Blue Mussels (Mytilus edulis);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish",-0.37,"2016-07-22","Jul"
"CGRE216",11030,20160722,23.17,43.85266,-70.008,2016,2017,"Bay Scallop (Aequipecten irradians);Blue Mussels (Mytilus edulis);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish",-0.37,"2016-07-22","Jul"
"CGRE316",11030,20160722,23.17,43.85269,-70.0079,2016,2017,"Bay Scallop (Aequipecten irradians);Blue Mussels (Mytilus edulis);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish",-0.36,"2016-07-22","Jul"
"CNIV116",11030,20160722,22.38,43.83032,-70.02494722,2016,2017,"American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish",-3.37,"2016-07-22","Jul"
"CNIV216",11030,20160722,22.38,43.83039,-70.025025,2016,2017,"American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish",-3.75,"2016-07-22","Jul"
"CNIV316",11030,20160722,22.38,43.83054,-70.02486472,2016,2017,"American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish",-3.53,"2016-07-22","Jul"
"CNIV416",11030,20160722,22.41,43.83061,-70.0249444,2016,2017,"American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish",-3.77,"2016-07-22","Jul"
"DDEV116",11030,20160722,22.84,43.82768,-70.0079,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.91,"2016-07-22","Jul"
"DDEV216",11030,20160722,22.7,43.82777,-70.0079,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.46,"2016-07-22","Jul"
"DDEV316",11030,20160722,22.75,43.83035,-70.003,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.61,"2016-07-22","Jul"
"DDEV416",11030,20160722,22.74,43.83024,-70.0032,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.57,"2016-07-22","Jul"
"DNIV116",11030,20160722,23.35,43.82693,-70.0254,2016,2017,"American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish",-1.34,"2016-07-22","Jul"
"DNIV216",11030,20160722,22.57,43.827272,-70.026261,2016,2017,"American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish",-2.82,"2016-07-22","Jul"
"DNIV316",11030,20160722,22.57,43.82722,-70.0264,2016,2017,"American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish",-2.95,"2016-07-22","Jul"
"DNIV416",11030,20160722,22.37,43.82734,-70.02651667,2016,2017,"American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","ShellFish",-3.38,"2016-07-22","Jul"
"GELA115",11030,20160722,22.49,43.8261,-70.0109,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.08,"2016-07-22","Jul"
"GLAD215",11030,20160722,22.09,43.98527,-69.5579,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.54,"2016-07-22","Jul"
"GLAD315",11030,20160722,22.09,43.98517,-69.5579,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.74,"2016-07-22","Jul"
"GRE105",11030,20160722,21.46,43.73217,-70.1663,2005,2017,"American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","ShellFish",-6.03,"2016-07-22","Jul"
"GRI107",11030,20160722,22.28,43.98421,-69.5632,2007,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.77,"2016-07-22","Jul"
"GSTE116",11030,20160722,22.54,44.00191,-69.5386,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.93,"2016-07-22","Jul"
"GSTE216",11030,20160722,22.55,44.00137,-69.5387,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.03,"2016-07-22","Jul"
"GSTE316",11030,20160722,22.44,44.00108,-69.5387,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3,"2016-07-22","Jul"
"GSTE416",11030,20160722,22.43,44.0007,-69.5389,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.02,"2016-07-22","Jul"
"HAM413",11030,20160722,22.26,44.05442,-69.1271,2013,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",NA,"2016-07-22","Jul"
"HAMI115",11030,20160722,22.61,43.87698,-69.8963,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.68,"2016-07-22","Jul"
"HIG112",11030,20160722,22.14,43.84832,-69.6321,2012,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-3.71,"2016-07-22","Jul"
"HIG212",11030,20160722,21.83,43.85793,-69.6023,2012,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-3.55,"2016-07-22","Jul"
"HUNT215",11030,20160722,23.2,43.81619,-69.9079,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.18,"2016-07-22","Jul"
"JHER116",11030,20160722,20.89,43.7301,-69.8463,2016,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-1.06,"2016-07-22","Jul"
"JOHN715",11030,20160722,22.52,43.813,-70.0144,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.77,"2016-07-22","Jul"
"JPOW116",11030,20160722,21.09,43.77065,-69.996,2016,2017,"Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","ShellFish",-2.4,"2016-07-22","Jul"
"JPUT116",11030,20160722,20.61,43.72167,-70.1122,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.82,"2016-07-22","Jul"
"JSMI116",11030,20160722,18.23,43.83917,-69.6758,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-7.65,"2016-07-22","Jul"
"KRAM113",11030,20160722,22.02,43.86667,-69.8744,2013,2017,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-2.06,"2016-07-22","Jul"
"KRAM213",11030,20160722,22.14,43.86501,-69.8741,2013,2017,"American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-1.68,"2016-07-22","Jul"
"LMAR116",11030,20160722,21.69,43.86917,-69.8935,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.01,"2016-07-22","Jul"
"LMAR216",11030,20160722,22.04,43.87266,-69.8924,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.25,"2016-07-22","Jul"
"LMAR316",11030,20160722,22.04,43.87266,-69.8923,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.5,"2016-07-22","Jul"
"LMAR416",11030,20160722,21.68,43.86917,-69.8936,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.87,"2016-07-22","Jul"
"LSMI115",11030,20160722,22.69,43.83138,-69.9297,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.88,"2016-07-22","Jul"
"LSMI316",11030,20160722,22.72,43.8315,-69.9297,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.87,"2016-07-22","Jul"
"LSMI416",11030,20160722,22.66,43.83266,-69.9293,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.28,"2016-07-22","Jul"
"LSMI516",11030,20160722,22.66,43.83265,-69.9292,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.52,"2016-07-22","Jul"
"MDAR116",11030,20160722,21.23,43.731972,-70.156472,2016,2017,"Sea Scallop (Placopecten magellanicus)","ShellFish",-7.52,"2016-07-22","Jul"
"MELA115",11030,20160722,21.76,43.96924,-69.5665,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.13,"2016-07-22","Jul"
"MELA215",11030,20160722,21.73,43.96916,-69.5667,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-2.18,"2016-07-22","Jul"
"MFIS116",11030,20160722,22.2,43.81224,-69.9915,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-6.26,"2016-07-22","Jul"
"MMCC416",11030,20160722,21.15,44.006767,-69.164967,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",NA,"2016-07-22","Jul"
"MNEW116",11030,20160722,21.45,43.9299,-69.5757,2016,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-3.15,"2016-07-22","Jul"
"MNEW216",11030,20160722,21.35,43.92953,-69.5768,2016,2017,"Sugar Kelp (Laminaria saccharina)","SeaVeg",-4.98,"2016-07-22","Jul"
"MOZE114",11030,20160722,22.57,44.00675,-69.541,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.66,"2016-07-22","Jul"
"MOZE214",11030,20160722,22.63,44.00817,-69.5421,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus)","ShellFish",-0.92,"2016-07-22","Jul"
"MOZE314",11030,20160722,22.48,44.00817,-69.5398,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.47,"2016-07-22","Jul"
"MOZE414",11030,20160722,22.42,44.00747,-69.541,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus)","ShellFish",-1.18,"2016-07-22","Jul"
"MWIL116",11030,20160722,21.26,43.80189,-69.94885,2016,2017,"Alaria Kelp (Alaria esculenta);American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis);European Oyster (Ostrea edulis);Hard Clam/Quahog (Mercenaria mercenaria);Sea Scallop (Placopecten magellanicus);Undaria pinnatifida","ShellFish, SeaVeg",-4.8,"2016-07-22","Jul"
"NMAR215",11030,20160722,21.69,43.86916,-69.8933,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.3,"2016-07-22","Jul"
"NMAR415",11030,20160722,22.04,43.87266,-69.8922,2015,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.75,"2016-07-22","Jul"
"NMAR516",11030,20160722,21.69,43.86917,-69.8934,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-3.11,"2016-07-22","Jul"
"PGRA116",11030,20160722,22.02,43.86429,-69.9029,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.82,"2016-07-22","Jul"
"PGRA216",11030,20160722,21.87,43.86443,-69.9026,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.05,"2016-07-22","Jul"
"PGRA316",11030,20160722,21.87,43.86459,-69.9023,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.87,"2016-07-22","Jul"
"PRAN116",11030,20160722,21.82,43.80527,-69.8886,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.34,"2016-07-22","Jul"
"PSMI114",11030,20160722,21.71,43.98242,-69.5645,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-3.97,"2016-07-22","Jul"
"PSMI214",11030,20160722,21.64,43.98161,-69.5636,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-4.26,"2016-07-22","Jul"
"PSMI314",11030,20160722,21.63,43.98164,-69.5649,2014,2017,"American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-4.31,"2016-07-22","Jul"
"RVAC116",11030,20160722,22.34,43.87619,-69.8913,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.46,"2016-07-22","Jul"
"RVAC216",11030,20160722,21.98,43.87266,-69.8925,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-0.91,"2016-07-22","Jul"
"RVAC316",11030,20160722,22.34,43.87619,-69.8911,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.98,"2016-07-22","Jul"
"RVAC416",11030,20160722,22.34,43.87619,-69.8912,2016,2017,"American/Eastern Oyster (Crassostrea virginica)","ShellFish",-1.81,"2016-07-22","Jul"
"SBEL116",11030,20160722,20.55,43.84583,-69.6292,2016,2017,"Alaria Kelp (Alaria esculenta);C. crispus;Green Sea Urchin (S. droebachiensis);Horsetail Kelp (Laminaria digitata);Sugar Kelp (Laminaria saccharina)","SeaVeg, Urchin",-7.2,"2016-07-22","Jul"
"SEW413",11030,20160722,21.63,43.72715,-69.8495,2013,2017,"American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","ShellFish",-0.52,"2016-07-22","Jul"
"SHAW114",11030,20160722,20.41,43.90967,-69.5674,2014,2017,"Blue Mussels (Mytilus edulis)","ShellFish",-13.16,"2016-07-22","Jul"
"SHAW214",11030,20160722,20.41,43.90967,-69.5675,2014,2017,"Blue Mussels (Mytilus edulis);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","ShellFish, SeaVeg",-13.81,"2016-07-22","Jul"
